question_id,question,reference,context,our_answer_wo_context,our_answer_w_context,is_correct_wo_context,is_correct_w_context
3hop1__161433_33952_33939,"In 1900, what was the population of the second largest city, in the state that the cross-border transactions committee focuses on?","7,531","Tucson is located 118 mi (190 km) southeast of Phoenix and 60 mi (97 km) north of the United States - Mexico border. The 2010 United States Census puts the city's population at 520,116 with a metropolitan area population at 980,263. In 2009, Tucson ranked as the 32nd largest city and 52nd largest metropolitan area in the United States. A major city in the Arizona Sun Corridor, Tucson is the largest city in southern Arizona, the second largest in the state after Phoenix. It is also the largest city in the area of the Gadsden Purchase. As of 2015, The Greater Tucson Metro area has exceeded a population of 1 million.
By 1900, 7,531 people lived in the city. The population increased gradually to 13,913 in 1910. At about this time, the U.S. Veterans Administration had begun construction on the present Veterans Hospital. Many veterans who had been gassed in World War I and were in need of respiratory therapy began coming to Tucson after the war, due to the clean dry air. Over the following years the city continued to grow, with the population increasing to 20,292 in 1920 and 36,818 in 1940. In 2006 the population of Pima County, in which Tucson is located, passed one million while the City of Tucson's population was 535,000.
In 2005, Peterson was appointed to the cross-border transactions committee of the Arizona Department of Real Estate. The committee is focused on international real estate transactions between residents of Arizona and Mexico. In the same year, he was appointed as the chairman of the Technology Subcommittee of the 2006 Executive Bond Committee, by Phoenix Mayor Phil Gordon. The $850 million bond initiative was approved by voters in March 2006. He also financially supported the March 25, 2006, and April 10, 2006, reform marches organized by immigrants and he was a co-host at a June 1, 2006, fundraiser for Arizona Senatorial candidate Jim Pederson, featuring former president, Bill Clinton. Jeffrey held a fundraiser at his residence for Barack Obama featuring Democratic National Committee Chairman Howard Dean and actress Scarlett Johansson on August 21, 2008. Peterson was named as a co-host at an October 19, 2016 fundraising event for Democratic candidate Hillary Clinton featuring Chelsea Clinton at a private residence in Phoenix.In 2013, Peterson was appointed to the Board of Directors of the U.S. Philippines Society, a Washington, D.C. based private sector initiative chaired by U.S. Ambassador John Negroponte and former AIG Chairman Maurice ""Hank"" Greenberg. A prominent picture of Peterson with Benigno Aquino III, former President of the Philippines, was set at the Malacañang Palace and featured in a 2017 print publication.According to Maricopa County's property records, Peterson owned a residence in the same condominium as Arizona Senator John McCain.",I need more information. What is the cross-border transactions committee focusing on?,I do not know.,0,0
3hop1__109196_720914_27537,Why did Roncali leave the place of death of the creator of Malchiostro Annunciation?,for the conclave in Rome,"Following the death of Pope Pius XII on 9 October 1958, Roncalli watched the live funeral on his last full day in Venice on 11 October. His journal was specifically concerned with the funeral and the abused state of the late pontiff's corpse. Roncalli left Venice for the conclave in Rome well aware that he was papabile,[b] and after eleven ballots, was elected to succeed the late Pius XII, so it came as no surprise to him, though he had arrived at the Vatican with a return train ticket to Venice.[citation needed]
The Martyrdom of Saint Lawrence is a 1558 painting by Titian, now in the church of I Gesuiti in Venice. It so impressed Philip II of Spain that he commissioned a second version in 1567 for the basilica at El Escorial.
Malchiostro Annunciation is a painting by the Italian Renaissance artist Titian, completed around 1520, and housed in the Cathedral of Treviso, northern Italy.",I couldn't find any information about Roncali leaving the place of death of the,He left for the conclave.,0,1
3hop2__101905_30152_20999,How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?,The dynasty regrouped and defeated the Portuguese,"The discovery of new maritime trade routes by Western European states allowed them to avoid the Ottoman trade monopoly. The Portuguese discovery of the Cape of Good Hope in 1488 initiated a series of Ottoman-Portuguese naval wars in the Indian Ocean throughout the 16th century. The Somali Muslim Ajuran Empire, allied with the Ottomans, defied the Portuguese economic monopoly in the Indian Ocean by employing a new coinage which followed the Ottoman pattern, thus proclaiming an attitude of economic independence in regard to the Portuguese.
The dynasty regrouped and defeated the Portuguese in 1613 and Siam in 1614. It restored a smaller, more manageable kingdom, encompassing Lower Myanmar, Upper Myanmar, Shan states, Lan Na and upper Tenasserim. The Restored Toungoo kings created a legal and political framework whose basic features would continue well into the 19th century. The crown completely replaced the hereditary chieftainships with appointed governorships in the entire Irrawaddy valley, and greatly reduced the hereditary rights of Shan chiefs. Its trade and secular administrative reforms built a prosperous economy for more than 80 years. From the 1720s onward, the kingdom was beset with repeated Meithei raids into Upper Myanmar and a nagging rebellion in Lan Na. In 1740, the Mon of Lower Myanmar founded the Restored Hanthawaddy Kingdom. Hanthawaddy forces sacked Ava in 1752, ending the 266-year-old Toungoo Dynasty.
David Htan (; born 13 May 1990) is a burmese professional footballer who plays as a midfielder for Myanmar national football team and Shan United. David Htan suddenly moved to Shan United F.C. in May 2018.",I can't provide information on that.,The Ajuran Empire declared independence from the Portuguese.,0,0
2hop__30390_36634,How many groups were involved in the war when Hayek started working on Abuse of Reason?,two alliances,"During World War II, Hayek began the ‘Abuse of Reason’ project. His goal was to show how a number of then-popular doctrines and beliefs had a common origin in some fundamental misconceptions about the social science. In his philosophy of science, which has much in common with that of his good friend Karl Popper, Hayek was highly critical of what he termed scientism: a false understanding of the methods of science that has been mistakenly forced upon the social sciences, but that is contrary to the practices of genuine science. Usually, scientism involves combining the philosophers' ancient demand for demonstrative justification with the associationists' false view that all scientific explanations are simple two-variable linear relationships.
When World War II started in 1939, it divided the world into two alliances—the Allies (the United Kingdom and France at first in Europe, China in Asia since 1937, followed in 1941 by the Soviet Union, the United States); and the Axis powers consisting of Germany, Italy and Japan.[nb 1] During World War II, the United States, United Kingdom, and Soviet Union controlled Allied policy and emerged as the ""Big Three"". The Republic of China and the Big Three were referred as a ""trusteeship of the powerful""  and were recognized as the Allied ""Big Four"" in Declaration by United Nations in 1942. These four countries were referred as the ""Four Policemen"" of the Allies and considered as the primary victors of World War II. The importance of France was acknowledged by their inclusion, along with the other four, in the group of countries allotted permanent seats in the United Nations Security Council.","I couldn't find any information about a person named Hayek working on ""Abuse",Two groups.,0,1
3hop2__20335_82856_9331,"What dissolved the privileges in Poland of the empire that helped the patriots during the Revolutionary War, the Kingdom that acquired some Thuringian territory in 1815, and the Habsburg Monarchy?",March Constitution of Poland,"Some reordering of the Thuringian states occurred during the German Mediatisation from 1795 to 1814, and the territory was included within the Napoleonic Confederation of the Rhine organized in 1806. The 1815 Congress of Vienna confirmed these changes and the Thuringian states' inclusion in the German Confederation; the Kingdom of Prussia also acquired some Thuringian territory and administered it within the Province of Saxony. The Thuringian duchies which became part of the German Empire in 1871 during the Prussian-led unification of Germany were Saxe-Weimar-Eisenach, Saxe-Meiningen, Saxe-Altenburg, Saxe-Coburg-Gotha, Schwarzburg-Sondershausen, Schwarzburg-Rudolstadt and the two principalities of Reuss Elder Line and Reuss Younger Line. In 1920, after World War I, these small states merged into one state, called Thuringia; only Saxe-Coburg voted to join Bavaria instead. Weimar became the new capital of Thuringia. The coat of arms of this new state was simpler than they had been previously.
Poland's nobility were also more numerous than those of all other European countries, constituting some 10–12% of the total population of historic Polish–Lithuanian Commonwealth also some 10–12% among ethnic Poles on ethnic Polish lands (part of Commonwealth), but up to 25% of all Poles worldwide (szlachta could dispose more of resources to travels and/or conquering), while in some poorer regions (e.g., Mazowsze, the area centred on Warsaw) nearly 30%. However, according to  szlachta comprised around 8% of the total population in 1791 (up from 6.6% in the 16th century), and no more than 16% of the Roman Catholic (mostly ethnically Polish) population. It should be noted, though, that Polish szlachta usually incorporated most local nobility from the areas that were absorbed by Poland–Lithuania (Ruthenian boyars, Livonian nobles, etc.) By contrast, the nobilities of other European countries, except for Spain, amounted to a mere 1–3%, however the era of sovereign rules of Polish nobility ended earlier than in other countries (excluding France) yet in 1795 (see: Partitions of Poland), since then their legitimation and future fate depended on legislature and procedures of Russian Empire, Kingdom of Prussia or Habsburg Monarchy. Gradually their privileges were under further limitations to be completely dissolved by March Constitution of Poland in 1921.
The Russian Empire's role in the American Revolutionary War was part of a global conflict of colonial supremacy between the Thirteen Colonies and the Kingdom of Great Britain. Prior to the onset of the war, the Russian Empire had already begun exploration along North America's west coast; and, the year following the combat's conclusion, the Eurasian empire established its first colony in Alaska. Although the Russian Empire did not directly send troops or supplies to the colonies or British Empire during the war, it responded to the Declaration of Independence, played a role in international diplomacy, and contributed to the lasting legacy of the American Revolution abroad.",Poland's 1815 Congress of Vienna,The Russian Empire.,0,0
3hop1__120881_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which released Stand Against Fear, is the other major broadcaster based in NY?","February 7, 2018","Celebrity Big Brother also known as Big Brother: Celebrity Edition is a spin - off series of the American reality television series Big Brother. This season will air during the winter of the 2017 -- 18 network television season on CBS and will be the second U.S. Big Brother season to air outside the usual summer television season, the first being Big Brother 9 in 2008. Julie Chen will return as host, with Allison Grodner and Rich Meehan returning as executive producers. The season will be produced by Fly on the Wall Entertainment in association with Endemol Shine North America. CBS announced that the series is set to premiere on February 7, 2018 and conclude on February 25, 2018.
Stand Against Fear (also called Unlikely Suspects) is a 1996 American made-for-television drama film starring Sarah Chalke as a cheerleader who takes action when she faces sexual intimidation from football players at her school. The film is a part of the ""Moment of Truth"" franchise and aired on NBC on December 16, 1996.
The television industry developed in New York and is a significant employer in the city's economy. The three major American broadcast networks are all headquartered in New York: ABC, CBS, and NBC. Many cable networks are based in the city as well, including MTV, Fox News, HBO, Showtime, Bravo, Food Network, AMC, and Comedy Central. The City of New York operates a public broadcast service, NYCTV, that has produced several original Emmy Award-winning shows covering music and culture in city neighborhoods and city government.","I couldn't find any information about a network releasing ""Stand Against Fear"" or a",CBS and NBC.,0,0
2hop__2299_1783,Who was New York's mayor during the book's historical period?,Fiorello La Guardia,"The story takes place during three years (1933–35) of the Great Depression in the fictional ""tired old town"" of Maycomb, Alabama, the seat of Maycomb County. It focuses on six-year-old Jean Louise Finch (Scout), who lives with her older brother, Jem, and their widowed father, Atticus, a middle-aged lawyer. Jem and Scout befriend a boy named Dill, who visits Maycomb to stay with his aunt each summer. The three children are terrified of, and fascinated by, their neighbor, the reclusive Arthur ""Boo"" Radley. The adults of Maycomb are hesitant to talk about Boo, and, for many years few have seen him. The children feed one another's imagination with rumors about his appearance and reasons for remaining hidden, and they fantasize about how to get him out of his house. After two summers of friendship with Dill, Scout and Jem find that someone leaves them small gifts in a tree outside the Radley place. Several times the mysterious Boo makes gestures of affection to the children, but, to their disappointment, he never appears in person.
New York became the most populous urbanized area in the world in the early 1920s, overtaking London. The metropolitan area surpassed the 10 million mark in the early 1930s, becoming the first megacity in human history. The difficult years of the Great Depression saw the election of reformer Fiorello La Guardia as mayor and the fall of Tammany Hall after eighty years of political dominance.","I'd be happy to help, but you haven't mentioned a book. Please provide",I do not know.,0,0
3hop1__801799_547811_41132,How many times did plague occur in the birth city of the composer of La fida ninfa?,22,"In 1466, perhaps 40,000 people died of the plague in Paris. During the 16th and 17th centuries, the plague was present in Paris around 30 per cent of the time. The Black Death ravaged Europe for three years before it continued on into Russia, where the disease was present somewhere in the country 25 times between 1350 to 1490. Plague epidemics ravaged London in 1563, 1593, 1603, 1625, 1636, and 1665, reducing its population by 10 to 30% during those years. Over 10% of Amsterdam's population died in 1623–25, and again in 1635–36, 1655, and 1664. Plague occurred in Venice 22 times between 1361 and 1528. The plague of 1576–77 killed 50,000 in Venice, almost a third of the population. Late outbreaks in central Europe included the Italian Plague of 1629–1631, which is associated with troop movements during the Thirty Years' War, and the Great Plague of Vienna in 1679. Over 60% of Norway's population died in 1348–50. The last plague outbreak ravaged Oslo in 1654.
Orlando furioso RV 819 (, Teatro San Angelo, Venice 1714) is a three-act opera surviving in manuscript in Antonio Vivaldi's personal library, only partly related to his better known Orlando furioso (RV 728) of 1727. It is a recomposition of an ""Orlando furioso"" written by Giovanni Alberto Ristori which had been very successfully staged by Vivaldi and his father's ""impresa"" in 1713, and whose music survives in a few fragments retained in the score of RV 819. Therefore, Vivaldi's first cataloguer Peter Ryom did not assign the opera a RV number, but catalogued it as RV Anh. 84. The libretto was by Grazio Braccioli.
La fida ninfa (""The Faithful Nymph"") is an opera by Antonio Vivaldi to a libretto by Scipione Maffei. The opera was first performed for the opening of the Teatro Filarmonico in Verona on 6 January 1732. Among the arias is ""Alma oppressa de sorte crudele"" (""Soul oppressed by cruel fate"").",I couldn't find any information about the composer of La fida ninfa.,I do not know.,0,0
4hop2__161602_426860_88460_20985,what is the largest city the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?,largest city is Yangon (Rangoon),"Myanmar (myan-MAR i/miɑːnˈmɑːr/ mee-ahn-MAR, /miˈɛnmɑːr/ mee-EN-mar or /maɪˈænmɑːr/ my-AN-mar (also with the stress on first syllable); Burmese pronunciation: [mjəmà]),[nb 1] officially the Republic of the Union of Myanmar and also known as Burma, is a sovereign state in Southeast Asia bordered by Bangladesh, India, China, Laos and Thailand. One-third of Myanmar's total perimeter of 1,930 km (1,200 miles) forms an uninterrupted coastline along the Bay of Bengal and the Andaman Sea. The country's 2014 census revealed a much lower population than expected, with 51 million people recorded. Myanmar is 676,578 square kilometres (261,227 sq mi) in size. Its capital city is Naypyidaw and its largest city is Yangon (Rangoon).
Of the 47 AFC member associations, a total of 44 teams entered the competition. The final tournament hosts Thailand decided to participate in qualification despite having automatically qualified for the final tournament.
Myanmar (also known as Burma) is the northwestern-most country of mainland Southeast Asia, bordering China, India, Bangladesh, Thailand and Laos. It lies along the Indian and Eurasian Plates, to the southeast of the Himalayas. To its west is the Bay of Bengal and to its south is the Andaman Sea. It is strategically located near major Indian Ocean shipping lanes.
That Dam (Lao ທາດດຳ, meaning Black Stupa) is a large stupa located in Vientiane, Laos. Many Laotians believe it is inhabited by a seven-headed nāga who tried to protect them from an invasion by the Siamese army in 1827.","I need more information about the tournament and the country with ""Dam"" in its name",Yangon (Rangoon),0,1
2hop__31585_61048,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,Robert Oppenheimer,"Feynman's other work at Los Alamos included calculating neutron equations for the Los Alamos ""Water Boiler"", a small nuclear reactor, to measure how close an assembly of fissile material was to criticality. On completing this work he was transferred to the Oak Ridge facility, where he aided engineers in devising safety procedures for material storage so that criticality accidents (for example, due to sub-critical amounts of fissile material inadvertently stored in proximity on opposite sides of a wall) could be avoided. He also did theoretical work and calculations on the proposed uranium hydride bomb, which later proved not to be feasible.
The Manhattan Project was a research and development undertaking during World War II that produced the first nuclear weapons. It was led by the United States with the support of the United Kingdom and Canada. From 1942 to 1946, the project was under the direction of Major General Leslie Groves of the U.S. Army Corps of Engineers. Nuclear physicist Robert Oppenheimer was the director of the Los Alamos Laboratory that designed the actual bombs. The Army component of the project was designated the Manhattan District; ``Manhattan ''gradually superseded the official codename, Development of Substitute Materials, for the entire project. Along the way, the project absorbed its earlier British counterpart, Tube Alloys. The Manhattan Project began modestly in 1939, but grew to employ more than 130,000 people and cost nearly US $2 billion (about $22 billion in 2016 dollars). Over 90% of the cost was for building factories and to produce fissile material, with less than 10% for development and production of the weapons. Research and production took place at more than 30 sites across the United States, the United Kingdom, and Canada.",J. Robert Oppenheimer,Robert Oppenheimer.,1,1
3hop1__418091_15840_36002,What were Genesis's advantages over the platform that plays Bigfoot?,built on 16-bit architectures and offered improved graphics and sound,"To compete with the popular Family Computer in Japan, NEC Home Electronics launched the PC Engine in 1987, and Sega Enterprises followed suit with the Mega Drive in 1988. The two platforms were later launched in North America in 1989 as the TurboGrafx-16 and the Genesis respectively. Both systems were built on 16-bit architectures and offered improved graphics and sound over the 8-bit NES. However, it took several years for Sega's system to become successful. Nintendo executives were in no rush to design a new system, but they reconsidered when they began to see their dominance in the market slipping.
Bigfoot is a racing video game released in July 1990 for the Nintendo Entertainment System. It was developed by Beam Software and published by Acclaim. The game was advertised by the legendary monster truck of the same name in the cartoon segment of the 1990 television show, ""Video Power"", titled ""The Power Team"". The show also often used sound effects for the actions of not only Bigfoot, but others as well.
The Nintendo Entertainment System (also abbreviated as NES) is an 8-bit home video game console that was developed and manufactured by Nintendo. It was initially released in Japan as the Family Computer (Japanese: ファミリーコンピュータ, Hepburn: Famirī Konpyūta?) (also known by the portmanteau abbreviation Famicom (ファミコン, Famikon?) and abbreviated as FC) on July 15, 1983, and was later released in North America during 1985, in Europe during 1986, and Australia in 1987. In South Korea, it was known as the Hyundai Comboy (현대 컴보이 Hyeondae Keomboi) and was distributed by SK Hynix which then was known as Hyundai Electronics. It was succeeded by the Super Nintendo Entertainment System.",Genesis had better graphics.,"Genesis was built on a 16-bit architecture, offering improved graphics and sound over the",1,1
3hop1__617062_127905_92225,When is the opening day of the season of the league that Jim Wilson's team plays for?,"March 29, 2018","The Cleveland Indians are an American professional baseball team based in Cleveland, Ohio. The Indians compete in Major League Baseball (MLB) as a member club of the American League (AL) Central division. Since , they have played at Progressive Field. The team's spring training facility is at Goodyear Ballpark in Goodyear, Arizona. Since their establishment as a major league franchise in 1901, the Indians have won two World Series championships: in 1920 and 1948, along with 10 Central Division titles and six American League pennants. The Indians' current World Series championship drought is the longest active drought among all 30 current Major League teams.
The 2018 Major League Baseball season began on March 29, 2018, and is scheduled to end on September 30. The Postseason will begin on October 2. The 2018 World Series is set to begin on October 23, and a potential Game 7 is scheduled on October 31.
He was released by the Indians following the 1986 season. After a brief tour in the Minnesota Twins organization, Wilson signed as a free agent with the Seattle Mariners on March 1, 1988, playing five games for them in the 1989 season.",I don't have information about Jim Wilson's team.,"March 29, 2018.",0,1
3hop2__809962_89048_66294,Who played the man named identically to the singer of Is She Really Going Out With Him in the movie about the composer of Speechless?,Lawrence Hilton - Jacobs,"Lawrence Hilton - Jacobs - Joseph Jackson Angela Bassett - Katherine Jackson Holly Robinson Peete - Diana Ross Margaret Avery - Martha Scruse Billy Dee Williams - Berry Gordy Vanessa Williams - Suzanne de Passe Wylie Draper - Michael Jackson Abolade David Olatunde - Michael Jackson (baby) Alex Burrall - Michael Jackson (ages 6 -- 8) Jason Weaver - Michael Jackson (ages 9 -- 14) Colin Steele - Jermaine Jackson Jermaine Jackson II - Jermaine Jackson (ages 10 -- 17) Terrence Howard - Jackie Jackson Bumper Robinson - Jackie Jackson (ages 12 -- 16) Monica Calhoun - Rebbie Jackson Ebonie Smith - La Toya Jackson Kelli Martin - La Toya Jackson (ages 8 -- 10) Angel Vargas - Tito Jackson Shakiem Jamar Evans - Tito Jackson (ages 11 -- 15) Maya Nicole Johnson - Janet Jackson Monica Allison - Hazel Gordy Robert Redcross - Randy Jackson Nicolas Phillips - Randy Jackson (age 7 - 9) Marcus Maurice - Marlon Jackson Floyd Myers, Jr. - Marlon Jackson (age 7 - 9) Jacen Wilkerson - Marlon Jackson (ages 10 -- 15)
""Speechless"" is a song by the American recording artist Michael Jackson, included on his tenth studio album, ""Invincible"" (2001). It was only released as a promotional single in South Korea. The singer was inspired to write the ballad after a water balloon fight with children in Germany. Jackson collaborated on the production with musicians such as Jeremy Lubbock, Brad Buxer, Novi Novoq, Stuart Bradley and Bruce Swedien. Andraé Crouch and his gospel choir provided backing vocals.
``Is She Really Going Out with Him? ''is the first single released by British musician Joe Jackson in September 1978. The track, which was to achieve greater commercial success when reissued in 1979, was included on Jackson's debut album, Look Sharp!.",I couldn't find any information about a movie about the composer of Speechless.,Joe Jackson played himself.,0,0
2hop__152027_141308,What is the parent company of the record label releasing Cold Turkey?,Apple Corps,"""Cold Turkey"" is a song written by John Lennon, released as a single in 1969 by the Plastic Ono Band on Apple Records, catalogue Apples 1001 in the United Kingdom, Apple 1813 in the United States. It is the second solo single issued by Lennon, and it peaked at number 30 on the ""Billboard"" Hot 100 and number 14 on the UK Singles Chart. The song's first appearance on an album was ""Live Peace in Toronto 1969"" where the song had been performed live on 13 September 1969 with Lennon reading the lyrics off a clip-board.
Apple Records is a record label founded by the Beatles in 1968 as a division of Apple Corps Ltd. It was initially intended as a creative outlet for the Beatles, both as a group and individually, plus a selection of other artists including Mary Hopkin, James Taylor, Badfinger, and Billy Preston. In practice, the roster had become dominated by the mid-1970s with releases of the former Beatles as solo artists. Allen Klein managed the label from 1969 to 1973, then it was managed by Neil Aspinall on behalf of the Beatles and their heirs. Aspinall retired in 2007 and was replaced by Jeff Jones.",Apple Records,Apple Corps Ltd.,0,1
4hop3__661103_698586_91248_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which the government got involved in healthcare?,Confederate Gen. John Bell Hood,"In 1864, as feared by Jeremy F. Gilmer, Atlanta did indeed become the target of a major Union invasion. The area now covered by metropolitan Atlanta was the scene of several fiercely contested battles, including the Battle of Peachtree Creek, the Battle of Atlanta, Battle of Ezra Church and the Battle of Jonesboro. On September 1, 1864, Confederate Gen. John Bell Hood evacuated Atlanta, after a five - week siege mounted by Union Gen. William Sherman, and ordered all public buildings and possible Confederate assets destroyed.
""Dunn Dunn"", produced by Born Immaculate and DJ Pooh, is the second single from Shawty Lo's debut solo album, ""Units in the City"". Part of Shawty Lo's third single, ""Foolish,"" is played at the end. However, at the end of the video ""to be continued"" is seen on the screen.
After the Civil War, the federal government established the first system of medical care in the South, known as the Freedmen's Bureau. The government constructed 40 hospitals, employed over 120 physicians, and treated well over one million sick and dying former slaves. The hospitals were short lived, lasting from 1865 to 1870. Freedmen's Hospital in Washington, DC remained in operation until the late nineteenth century, when it became part of Howard University.
The discography of Shawty Lo, an American hip hop recording artist from Atlanta, Georgia. Shawty Lo embarked on his career with the Southern hip hop group D4L. The discography consists of one studio album, one posthumous album, 15 mixtapes and 20 singles (including 12 as a featured artist).",I'm unable to provide information on the requested event.,Confederate Gen. John Bell Hood.,0,1
4hop3__129682_29339_508306_70744,Who won more national championships between the university that contains Fort Hill and the university of the state where Edwards won the primary besides the state where WSFN is located?,University of South Carolina,"In March's Super Tuesday, Kerry won decisive victories in the California, Connecticut, Georgia, Maryland, Massachusetts, New York, Ohio, and Rhode Island primaries and the Minnesota caucuses. Dean, despite having withdrawn from the race two weeks earlier, won his home state of Vermont. Edwards finished only slightly behind Kerry in Georgia, but, failing to win a single state other than South Carolina, chose to withdraw from the presidential race. Sharpton followed suit a couple weeks later. Kuninch did not leave the race officially until July.
Fort Hill, also known as the John C. Calhoun Mansion and Library, is a National Historic Landmark on the Clemson University campus in Clemson, South Carolina. The house is significant as the home from 1825-50 of John C. Calhoun, a leading national politician of the period, and is now a museum and library maintained in his memory.
WSFN (790 AM) is a sports radio station in Brunswick, Georgia. WSFN programming is simulcast on WFNS 1350 AM and W279BC 103.7 FM. Southern Media Interactive LLC also owns WSEG at Savannah and WFNS at Blackshear.
College comparison Clemson University University of South Carolina Location Clemson Columbia Students 23,406 34,618 School colors Clemson Orange and Regalia Garnet and Black Nickname Tigers Gamecocks Mascot The Tiger and The Tiger Cub Cocky National Championships 5 10","I need more information to answer your question. 

- University with Fort Hill: 
","Clemson won 5, South Carolina won 10.",0,0
3hop1__145290_443779_52195,Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,"The Indonesia–Timor Leste Commission on Truth and Friendship was a truth commission established jointly by the governments of Indonesia and East Timor in August 2005. The commission was officially created to investigate acts of violence that occurred around the independence referendum held in East Timor in 1999 and sought to find the ""conclusive truth"" behind the events. After holding private hearings and document reviews, the commission handed in the final report on July 15, 2008 to the presidents of both nations, and was fully endorsed by Indonesian President Susilo Bambang Yudhoyono, providing the first acknowledgement by the government of Indonesia of the human rights violations committed by state institutions in Timor. The commission is notable for being the first modern truth commission to be bilateral.
Satyo Husodo (born on February 22, 1983) is an Indonesian footballer that currently plays for PS Barito Putera in the Liga Indonesia Premier Division (LI).
Democratic Republic of Timor - Leste Repúblika Demokrátika Timór Lorosa'e (Tetum) República Democrática de Timor - Leste (Portuguese) Flag Coat of arms Motto: Unidade, Acção, Progresso (Portuguese) Unidade, Asaun, Progresu (Tetum) (English: ``Unity, Action, Progress '') Anthem: Pátria (Portuguese) (English:`` Fatherland'') Capital and largest city Dili 8 ° 20 ′ S 125 ° 20 ′ E ﻿ / ﻿ 8.34 ° S 125.34 ° E ﻿ / - 8.34; 125.34 Coordinates: 8 ° 20 ′ S 125 ° 20 ′ E ﻿ / ﻿ 8.34 ° S 125.34 ° E ﻿ / - 8.34; 125.34 Official languages Tetum Portuguese National languages 15 languages (show) Atauru Baikeno Bekais Bunak Fataluku Galoli Habun Idalaka Kawaimina Kemak Makalero Makasae Makuva Mambai Tokodede Religion (2010) 96.9% Roman Catholic 3.1% other religions Demonym East Timorese Timorese Maubere (informal) Government Unitary semi-presidential constitutional republic President Francisco Guterres Prime Minister Mari Alkatiri Legislature National Parliament Formation Portuguese Timor 16th century Independence declared 28 November 1975 Annexation by Indonesia 17 July 1976 Administered by UNTAET 25 October 1999 Independence restored 20 May 2002 Area Total 15,410 km (5,950 sq mi) (154th) Water (%) negligible Population 2015 census 1,167,242 Density 78 / km (202.0 / sq mi) GDP (PPP) 2017 estimate Total $4.567 billion Per capita $5,479 (148th) GDP (nominal) 2014 estimate Total $2.498 billion Per capita $3,330 HDI (2015) 0.605 medium 133rd Currency United States Dollar (USD) Time zone (UTC + 9) Drives on the left Calling code + 670 ISO 3166 code TL Internet TLD. tl Website timor-leste.gov.tl Fifteen further ``national languages ''are recognised by the Constitution. Centavo coins also used.. tp has been phased out.",I couldn't find any information about a person named Satyo Husodo or a country,Francisco Guterres,0,1
4hop1__152028_141441_458768_33633,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769","The Right Stuff Records is a reissue record label that was part of EMI, which is now owned by Universal Music Group and is based out of Santa Monica, California.
MCA Records was an American record label owned by MCA Inc., which later gave way to the larger MCA Music Entertainment Group (now Universal Music Group), which the label was part of until its dissolution in 2003. The label's country division MCA Nashville is a still active imprint of Universal Music Group Nashville.
MCA Records picked up the reissue rights for ""Con-Test"", as well as Nash's ""American Band-ages"" in 1986, but the abrupt change in record labels led to a near-absence of promotion for both records.
Santa Monica was long inhabited by the Tongva people. Santa Monica was called Kecheek in the Tongva language. The first non-indigenous group to set foot in the area was the party of explorer Gaspar de Portolà, who camped near the present day intersection of Barrington and Ohio Avenues on August 3, 1769. There are two different versions of the naming of the city. One says that it was named in honor of the feast day of Saint Monica (mother of Saint Augustine), but her feast day is actually May 4. Another version says that it was named by Juan Crespí on account of a pair of springs, the Kuruvungna Springs (Serra Springs), that were reminiscent of the tears that Saint Monica shed over her son's early impiety.",I don't have information about Con-Test's record label or its headquarters location.,"August 3, 1769.",0,1
